Country,Year,Renewables_equivalent_primary_energy,owid-co2-data (2).co2,owid-co2-data (2).co2_per_capita,owid-co2-data (2).total_ghg
Malaysia,1992,3.4966087,72.961,3.874,253.293
Malaysia,1993,3.9368782,86.612,4.482,277.716
Malaysia,1994,4.955903,87.497,4.415,260.021
Malaysia,1995,4.3428664,109.595,5.391,259.387
Malaysia,1996,3.2411954,110.108,5.281,259.979
Malaysia,1997,2.2477603,118.471,5.542,262.316
Malaysia,1998,2.4977875,109.782,5.011,273.402
Malaysia,1999,3.9647648,103.987,4.635,254.128
Malaysia,2000,3.471553,122.878,5.35,237.723
Malaysia,2001,2.964407,130.89,5.564,273.839
Malaysia,2002,2.4419253,132.035,5.478,274.638
Malaysia,2003,2.1235485,153.384,6.215,304.425
Malaysia,2004,2.1898427,169.678,6.718,306.925
Malaysia,2005,2.1547606,169.967,6.579,305.244
Malaysia,2006,2.242483,170.166,6.441,315.541
Malaysia,2007,2.0632105,175.451,6.499,333.424
Malaysia,2008,2.5269666,192.847,6.995,358.694
Malaysia,2009,2.4878314,192.119,6.831,384.262
Malaysia,2010,2.2016032,199.346,6.957,409.809
Malaysia,2011,2.7034724,203.452,6.977,451.691
Malaysia,2012,2.8766632,212.99,7.18,456.747
Malaysia,2013,3.3276143,241.671,8.009,473.274
Malaysia,2014,3.6789017,245.05,7.983,572.301
Malaysia,2015,3.8489833,235.938,7.554,469.119
Malaysia,2016,4.960742,237.294,7.464,435.536
Malaysia,2017,6.3118143,244.457,7.555,411.639
Malaysia,2018,6.331725,262.643,7.98,412.981
Malaysia,2019,6.430763,279.842,8.368,412.759
Malaysia,2020,7.1748385,263.199,7.766,391.517
Malaysia,2021,7.645544,273.152,7.968,399.103
Malaysia,2022,7.832597,285.448,8.227,414.272
Malaysia,2023,8.116639,288.824,8.222,415.634
Mexico,1990,6.3846393,316.746,3.825,652.324
Mexico,1991,5.9843874,329.827,3.906,618.023
Mexico,1992,6.8360877,332.453,3.864,601.656
Mexico,1993,6.8284926,337.722,3.853,607.033
Mexico,1994,5.1814713,351.534,3.938,630.924
Mexico,1995,6.739381,330.905,3.642,616.124
Mexico,1996,7.22658,341.544,3.694,623.593
Mexico,1997,6.0748744,362.462,3.855,663.638
Mexico,1998,5.5740952,381.102,3.987,690.308
Mexico,1999,6.8996468,386.04,3.975,686.937
Mexico,2000,6.6645803,391.439,3.969,700.851
Mexico,2001,5.9095926,407.485,4.071,706.851
Mexico,2002,5.124882,410.301,4.04,707.887
Mexico,2003,4.4104505,435.969,4.234,737.304
Mexico,2004,4.989392,438.588,4.201,733.888
Mexico,2005,5.004691,463.432,4.38,760.861
Mexico,2006,5.1775947,474.519,4.424,779.744
Mexico,2007,4.845502,473.595,4.354,773.291
Mexico,2008,6.04278,472.981,4.285,774.599
Mexico,2009,4.5587587,460.294,4.11,760.482
Mexico,2010,5.9526296,456.409,4.017,757.928
Mexico,2011,5.6022654,483.302,4.194,787.249
Mexico,2012,5.1935306,501.489,4.293,803.87
Mexico,2013,4.8340197,495.415,4.186,798.163
Mexico,2014,6.426185,484.045,4.041,785.218
Mexico,2015,5.8616557,479.434,3.96,774.545
Mexico,2016,5.731222,478.828,3.917,750.356
Mexico,2017,5.7701097,464.406,3.763,738.97
Mexico,2018,6.3425817,468.413,3.76,737.084
Mexico,2019,6.6410456,468.236,3.723,779.878
Mexico,2020,8.668187,428.94,3.383,728.287
Mexico,2021,9.537886,446.834,3.501,737.827
Mexico,2022,9.242802,465.336,3.618,757.483
Mexico,2023,7.9276714,482.623,3.72,777.871
Morocco,1990,4.1058965,22.298,0.915,65.474
Morocco,1991,4.074406,23.688,0.955,71.718
Morocco,1992,2.860673,24.737,0.981,68.052
Morocco,1993,1.2996103,26.779,1.045,68.447
Morocco,1994,2.2370532,28.124,1.082,65.05
Morocco,1995,1.6583773,28.75,1.089,67.439
Morocco,1996,5.091763,29.525,1.101,64.158
Morocco,1997,5.213629,29.978,1.102,65.328
Morocco,1998,4.3339806,30.881,1.118,60.945
Morocco,1999,1.9364423,31.986,1.141,62.121
Morocco,2000,1.8514851,33.199,1.168,59.756
Morocco,2001,2.3284373,36.806,1.277,64.411
Morocco,2002,2.1849256,37.306,1.278,79.996
Morocco,2003,3.4428172,36.57,1.237,65.839
Morocco,2004,3.2725637,42.226,1.41,70.155
Morocco,2005,1.9537929,44.661,1.471,71.805
Morocco,2006,1.8953096,46.249,1.503,74.73
Morocco,2007,1.9266162,48.913,1.568,77.547
Morocco,2008,1.7804509,51.369,1.625,80.622
Morocco,2009,4.4312935,50.86,1.588,81.09
Morocco,2010,5.532392,54.365,1.674,89.083
Morocco,2011,3.4209776,54.868,1.667,97.301
Morocco,2012,2.9226825,56.954,1.707,98.035
Morocco,2013,4.7959743,56.606,1.675,92.379
Morocco,2014,4.1867847,57.175,1.672,94.73
Morocco,2015,5.071517,58.495,1.69,114.134
Morocco,2016,5.2578416,58.457,1.669,106.842
Morocco,2017,4.9719467,61.104,1.724,101.94
Morocco,2018,6.6989107,62.306,1.738,95.554
Morocco,2019,7.1096087,68.74,1.898,116.358
Morocco,2020,7.141505,64.564,1.765,105.236
Morocco,2021,7.1264544,70.245,1.901,109.471
Morocco,2022,6.6156073,69.506,1.862,106.987
Morocco,2023,7.97416,68.668,1.821,106.528
Netherlands,1990,0.27298614,162.797,10.831,224.875
Netherlands,1991,0.31010416,171.193,11.296,234.109
Netherlands,1992,0.32961985,170.997,11.193,233.401
Netherlands,1993,0.3632424,170.964,11.109,233.018
Netherlands,1994,0.4136152,171.731,11.09,232.951
Netherlands,1995,0.44182104,173.261,11.131,233.625
Netherlands,1996,0.5463039,182.323,11.657,243.729
Netherlands,1997,0.6161634,175.247,11.145,232.915
Netherlands,1998,0.7030627,176.179,11.131,233.956
Netherlands,1999,0.769716,170.835,10.717,226.298
Netherlands,2000,0.8954775,171.936,10.707,224.929
Netherlands,2001,0.9577014,177.247,10.953,229.257
Netherlands,2002,1.1499947,176.525,10.838,227.895
Netherlands,2003,1.1242951,179.964,10.996,232.682
Netherlands,2004,1.4521759,181.892,11.074,236.857
Netherlands,2005,2.013442,177.931,10.806,232.912
Netherlands,2006,2.239911,173.085,10.494,228.453
Netherlands,2007,2.3409986,172.833,10.455,225.641
Netherlands,2008,2.816523,175.705,10.586,223.107
Netherlands,2009,3.3230915,170.234,10.203,216.813
Netherlands,2010,3.0386908,182.289,10.869,228.203
Netherlands,2011,3.5456226,169.162,10.039,213.095
Netherlands,2012,3.6702337,165.575,9.789,212.444
Netherlands,2013,3.6103115,164.758,9.71,211.558
Netherlands,2014,3.6512747,157.342,9.239,203.535
Netherlands,2015,4.031189,163.743,9.571,209.52
Netherlands,2016,4.1387153,164.608,9.568,210.964
Netherlands,2017,4.794659,162.078,9.36,206.723
Netherlands,2018,5.5051446,158.042,9.072,200.681
Netherlands,2019,6.7085767,152.422,8.691,193.764
Netherlands,2020,9.734893,136.67,7.749,174.695
Netherlands,2021,11.482852,139.684,7.878,176.843
Netherlands,2022,14.416846,127.241,7.107,162.94
Netherlands,2023,16.630291,118.668,6.559,153.144
New Zealand,1990,40.272728,25.497,7.506,77.617
New Zealand,1991,39.292564,26.176,7.52,78.413
New Zealand,1992,36.401722,28.162,7.973,76.275
New Zealand,1993,39.093678,27.755,7.767,74.396
New Zealand,1994,40.07229,27.895,7.704,80.105
New Zealand,1995,40.820995,28.001,7.62,74.858
New Zealand,1996,38.33256,29.301,7.857,75.253
New Zealand,1997,34.58462,31.274,8.28,77.603
New Zealand,1998,37.697983,29.853,7.833,79.863
New Zealand,1999,34.57964,31.461,8.202,79.792
New Zealand,2000,35.36387,32.241,8.358,86.713
New Zealand,2001,31.766731,34.379,8.834,111.581
New Zealand,2002,34.139435,34.542,8.742,88.47
New Zealand,2003,33.365532,36.243,9.01,85.697
New Zealand,2004,36.99028,35.837,8.775,81.222
New Zealand,2005,33.78733,37.425,9.051,77.893
New Zealand,2006,34.04708,37.33,8.926,86.762
New Zealand,2007,34.70124,36.409,8.621,81.318
New Zealand,2008,33.83558,37.506,8.801,86.826
New Zealand,2009,37.36173,34.617,8.043,79.776
New Zealand,2010,38.311356,34.808,8.006,77.929
New Zealand,2011,39.186787,34.262,7.818,79.011
New Zealand,2012,36.696205,35.941,8.147,80.771
New Zealand,2013,36.768856,35.238,7.912,80.733
New Zealand,2014,37.452274,35.435,7.834,80.282
New Zealand,2015,38.143116,35.802,7.759,82.412
New Zealand,2016,38.817078,34.146,7.242,81.357
New Zealand,2017,37.08545,35.685,7.415,85.891
New Zealand,2018,38.09752,35.703,7.285,87.608
New Zealand,2019,36.899734,36.732,7.362,85.998
New Zealand,2020,39.27529,34.023,6.711,83.783
New Zealand,2021,40.316456,34.323,6.72,84.509
New Zealand,2022,43.294933,31.61,6.16,81.191
New Zealand,2023,42.264587,30.119,5.823,79.288
North Macedonia,1990,4.6121616,11.098,5.378,14.195
North Macedonia,1991,8.040687,7.788,3.788,31.1
North Macedonia,1992,7.829674,8.394,4.13,19.135
North Macedonia,1993,4.8035636,7.599,3.787,14.719
North Macedonia,1994,6.817592,7.903,3.966,14.11
North Macedonia,1995,7.8049393,7.925,3.966,13.622
North Macedonia,1996,7.1272397,9.417,4.679,14.523
North Macedonia,1997,8.374555,8.446,4.169,13.083
North Macedonia,1998,8.918891,9.647,4.735,14.075
North Macedonia,1999,11.961955,8.783,4.288,12.205
North Macedonia,2000,10.607728,8.468,4.116,12.748
North Macedonia,2001,5.9806128,8.288,4.011,12.964
North Macedonia,2002,7.347762,7.834,3.776,11.233
North Macedonia,2003,11.797396,8.53,4.098,11.268
North Macedonia,2004,12.822191,8.226,3.942,11.021
North Macedonia,2005,12.408507,8.596,4.113,10.834
North Macedonia,2006,13.409227,8.651,4.141,10.479
North Macedonia,2007,8.212495,9.013,4.329,10.942
North Macedonia,2008,7.0486703,8.936,4.315,10.497
North Macedonia,2009,10.84947,8.237,3.997,11.512
North Macedonia,2010,18.92331,8.186,3.99,10.423
North Macedonia,2011,11.084478,8.838,4.331,14.302
North Macedonia,2012,8.63599,8.486,4.186,12.116
North Macedonia,2013,13.682829,7.489,3.72,10.468
North Macedonia,2014,11.856857,7.203,3.606,9.985
North Macedonia,2015,17.672855,6.757,3.412,9.433
North Macedonia,2016,17.240671,6.657,3.394,9.118
North Macedonia,2017,11.200621,7.152,3.685,9.527
North Macedonia,2018,16.350788,7.636,3.978,9.861
North Macedonia,2019,10.902692,7.647,4.03,9.618
North Macedonia,2020,13.396246,6.962,3.719,8.935
North Macedonia,2021,14.348124,6.489,3.505,8.274
North Macedonia,2022,13.052943,7.127,3.873,8.768
North Macedonia,2023,16.83277,7.449,4.066,8.919
Norway,1990,71.55794,35.003,8.253,57.646
Norway,1991,70.17898,33.458,7.851,56.118
Norway,1992,71.026276,34.394,8.024,57.766
Norway,1993,70.75534,35.938,8.335,61.277
Norway,1994,68.29652,37.853,8.729,67.936
Norway,1995,69.428665,38.458,8.823,68.018
Norway,1996,64.53172,41.524,9.478,70.808
Norway,1997,65.00285,41.625,9.45,71.364
Norway,1998,65.89856,41.818,9.437,70.546
Norway,1999,67.14488,42.591,9.546,71.543
Norway,2000,70.79301,42.11,9.377,72.012
Norway,2001,66.997635,43.498,9.637,74.094
Norway,2002,68.32399,42.553,9.377,73.967
Norway,2003,62.650433,43.9,9.617,76.443
Norway,2004,63.412933,44.236,9.634,77.042
Norway,2005,68.684525,43.263,9.358,75.11
Norway,2006,65.661865,43.842,9.407,75.335
Norway,2007,67.79772,45.588,9.681,77.454
Norway,2008,69.31733,44.675,9.37,76.602
Norway,2009,67.62752,43.081,8.922,74.049
Norway,2010,64.62948,45.621,9.331,75.98
Norway,2011,65.62393,44.747,9.034,73.852
Norway,2012,69.202286,44.228,8.813,72.446
Norway,2013,66.873436,44.516,8.763,72.562
Norway,2014,67.91426,44.958,8.751,73.256
Norway,2015,67.67566,45.494,8.766,75.015
Norway,2016,69.04622,44.678,8.533,74.205
Norway,2017,68.89434,44.165,8.37,74.572
Norway,2018,68.13159,44.405,8.36,74.246
Norway,2019,66.7414,42.793,8.002,71.832
Norway,2020,70.962906,41.231,7.665,71.16
Norway,2021,71.30543,41.028,7.586,72.23
Norway,2022,69.64841,40.808,7.478,72.43
Norway,2023,70.75797,38.901,7.048,70.912
Oman,1990,0,11.222,6.362,29.2
Oman,1991,0,11.595,6.262,33.635
Oman,1992,0,11.893,6.136,31.977
Oman,1993,0,13.225,6.541,32.204
Oman,1994,0,17.384,8.35,36.632
Oman,1995,0,18.735,8.835,40.224
Oman,1996,0,18.108,8.395,40.773
Oman,1997,0,18.054,8.241,43.485
Oman,1998,0,18.445,8.299,40.868
Oman,1999,0,21.985,9.759,46.044
Oman,2000,0,23.89,10.468,50.464
Oman,2001,0,22.404,9.698,52.037
Oman,2002,0,26.842,11.485,57.571
Oman,2003,0,34.356,14.534,68.866
Oman,2004,0,29.024,12.069,62.387
Oman,2005,0,31.601,12.847,64.71
Oman,2006,0,40.167,15.972,72.057
Oman,2007,0,45.071,17.536,75.456
Oman,2008,0,47.19,17.967,77.844
Oman,2009,0,44.278,16.493,74.606
Oman,2010,0,51.178,18.56,81.966
Oman,2011,0,57.011,18.53,89.151
Oman,2012,0,62.728,17.684,96.364
Oman,2013,0.000966267,65.272,17.025,100.98
Oman,2014,0.000966374,65.911,16.468,101.641
Oman,2015,0.00277606,67.59,16.151,104.897
Oman,2016,0.003113217,65.925,15.014,104.522
Oman,2017,0.011053859,66.242,14.599,104.608
Oman,2018,0.010394703,70.376,15.306,110.354
Oman,2019,0.016741173,71.725,15.622,111.888
Oman,2020,0.10924955,68.625,15.174,108.391
Oman,2021,0.4964175,75.116,16.691,116.852
Oman,2022,1.1359578,76.606,16.195,121.106
Oman,2023,1.1416178,78.511,15.549,122.91
Pakistan,1990,15.693691,67.827,0.584,195.717
Pakistan,1991,15.850943,67.477,0.562,197.378
Pakistan,1992,16.46807,72.015,0.583,211.628
Pakistan,1993,16.362276,77.176,0.608,220.892
Pakistan,1994,15.511971,84.018,0.643,234.003
Pakistan,1995,15.540952,83.614,0.621,240.02
Pakistan,1996,15.90927,93.539,0.675,261.041
Pakistan,1997,12.21315,93.788,0.658,264.37
Pakistan,1998,14.897761,96.741,0.66,269.392
Pakistan,1999,12.7133875,99.389,0.66,274.814
Pakistan,2000,10.7534075,103.94,0.671,286.081
Pakistan,2001,10.829427,105.401,0.662,285.48
Pakistan,2002,11.550942,112.9,0.692,298.029
Pakistan,2003,12.78366,117.462,0.703,303.111
Pakistan,2004,12.11492,129.796,0.758,318.79
Pakistan,2005,12.979694,133.645,0.762,330.999
Pakistan,2006,11.9955,144.053,0.802,349.868
Pakistan,2007,11.83975,157.678,0.855,362.934
Pakistan,2008,10.10512,155.149,0.819,367.858
Pakistan,2009,10.193737,155.521,0.8,376.462
Pakistan,2010,10.435932,154.202,0.774,384.827
Pakistan,2011,10.6061125,154.801,0.76,393.266
Pakistan,2012,3.988789,154.768,0.745,397.211
Pakistan,2013,10.559191,151.847,0.719,400.419
Pakistan,2014,10.733071,156.705,0.731,409.247
Pakistan,2015,10.407177,150.59,0.693,419.036
Pakistan,2016,10.285707,178.032,0.809,450.794
Pakistan,2017,8.975143,218.361,0.978,496.97
Pakistan,2018,8.879482,210.348,0.927,495.662
Pakistan,2019,10.438256,207.622,0.9,499.774
Pakistan,2020,11.468369,230.754,0.982,530.558
Pakistan,2021,9.927477,247.901,1.035,556.013
Pakistan,2022,10.570694,223.834,0.918,534.287
Pakistan,2023,12.265969,200.667,0.811,521.927
Peru,1990,28.065334,21.401,0.972,130.1
Peru,1991,31.069921,20.758,0.923,115.574
Peru,1992,26.89661,20.986,0.915,117.896
Peru,1993,29.879095,23.885,1.02,144.353
Peru,1994,29.688486,24.177,1.012,139.022
Peru,1995,27.773472,25.143,1.033,122.566
Peru,1996,27.724432,24.717,0.996,125.425
Peru,1997,28.091204,27.747,1.098,124.02
Peru,1998,28.376726,28.062,1.09,150.686
Peru,1999,29.158125,29.562,1.129,143.1
Peru,2000,31.45016,28.678,1.078,154.18
Peru,2001,34.392075,25.416,0.943,148.581
Peru,2002,34.293224,25.439,0.932,140.791
Peru,2003,35.518898,24.676,0.895,190.275
Peru,2004,31.151722,28.334,1.017,158.185
Peru,2005,30.82667,30.321,1.079,153.422
Peru,2006,33.532017,28.197,0.996,147.611
Peru,2007,30.645456,34.306,1.202,151.614
Peru,2008,27.606207,35.299,1.229,142.187
Peru,2009,28.469381,39.511,1.367,148.167
Peru,2010,25.51332,42.505,1.461,150.714
Peru,2011,24.656002,42.173,1.439,156.816
Peru,2012,24.827293,45.509,1.54,151.375
Peru,2013,24.990833,43.024,1.443,144.141
Peru,2014,24.771715,49.388,1.64,148.438
Peru,2015,24.890127,49.228,1.616,132.746
Peru,2016,23.559713,52.733,1.708,138.855
Peru,2017,27.62361,54.859,1.751,144.304
Peru,2018,28.24695,55.848,1.751,141.992
Peru,2019,28.051004,58.365,1.799,140.648
Peru,2020,31.11316,46.925,1.429,130.572
Peru,2021,28.608381,52.017,1.569,134.421
Peru,2022,26.155003,54.793,1.637,137.703
Peru,2023,25.562147,55.864,1.651,140.412
Philippines,1990,18.762526,40.91,0.651,223.814
Philippines,1991,17.444744,43.032,0.668,207.444
Philippines,1992,15.152764,47.934,0.727,182.652
Philippines,1993,14.536428,48.548,0.719,170.598
Philippines,1994,15.869477,53.741,0.779,178.386
Philippines,1995,14.080224,59.525,0.844,189.975
Philippines,1996,14.3869095,60.814,0.842,219.439
Philippines,1997,13.017645,69.615,0.942,179.227
Philippines,1998,13.896394,67.809,0.895,171.591
Philippines,1999,17.887016,67.734,0.871,179.418
Philippines,2000,18.728762,71.902,0.903,179.038
Philippines,2001,17.257412,70.143,0.862,175.883
Philippines,2002,16.848028,70.069,0.844,198.544
Philippines,2003,16.611923,70.107,0.827,224.886
Philippines,2004,17.23799,72.663,0.841,199.122
Philippines,2005,16.653309,73.16,0.831,237.062
Philippines,2006,19.318235,66.279,0.74,234.461
Philippines,2007,17.341223,70.444,0.773,253.943
Philippines,2008,18.352348,76.979,0.83,243.83
Philippines,2009,17.917276,75.91,0.804,226.872
Philippines,2010,15.666685,82.598,0.857,255.933
Philippines,2011,16.874098,83.41,0.849,261.318
Philippines,2012,17.17684,88.119,0.88,244.73
Philippines,2013,15.492659,95.519,0.936,249.42
Philippines,2014,14.803544,100.784,0.971,249.166
Philippines,2015,14.374724,111.852,1.062,250.603
Philippines,2016,13.798237,120.987,1.134,257.657
Philippines,2017,13.161093,134.447,1.243,270.508
Philippines,2018,12.8305855,140.785,1.286,270.539
Philippines,2019,11.973704,143.526,1.295,272.291
Philippines,2020,12.826756,132.232,1.18,260.807
Philippines,2021,12.947764,141.174,1.248,269.456
Philippines,2022,13.031899,144.898,1.271,275.263
Philippines,2023,12.921859,154.579,1.345,284.404
Poland,1990,0.33948275,376.641,9.897,504.393
Poland,1991,0.35625452,373.623,9.793,494.226
Poland,1992,0.40039834,364.511,9.534,480.413
Poland,1993,0.38211796,365.175,9.536,478.291
Poland,1994,0.45926863,360.218,9.394,473.1
Poland,1995,0.49205333,362.615,9.452,470.828
Poland,1996,0.49669468,377.285,9.836,484.903
Poland,1997,0.5190956,367.236,9.576,476.194
Poland,1998,0.6443823,339.076,8.847,437.135
Poland,1999,0.60983217,329.266,8.6,421.428
Poland,2000,0.6444117,317.452,8.298,399.413
Poland,2001,0.7770989,313.501,8.197,386.806
Poland,2002,0.7752067,306.123,8.008,372.164
Poland,2003,0.642295,318.951,8.349,385.716
Poland,2004,0.84945333,323.796,8.484,382.709
Poland,2005,1.0881159,322.768,8.466,387.102
Poland,2006,1.203001,336.577,8.841,392.849
Poland,2007,1.5145324,335.924,8.835,397.877
Poland,2008,2.1538193,329.566,8.674,386.961
Poland,2009,2.9232028,316.043,8.316,356.651
Poland,2010,3.3793359,334.222,8.773,388.651
Poland,2011,3.9592514,333.601,8.731,379.098
Poland,2012,5.129951,325.956,8.522,371.665
Poland,2013,5.0515428,321.927,8.414,368.219
Poland,2014,5.9222417,309.596,8.091,350.966
Poland,2015,6.386764,312.756,8.173,353.246
Poland,2016,5.877876,323.555,8.456,368.233
Poland,2017,5.923536,336.767,8.803,382.816
Poland,2018,5.620995,336.069,8.788,385.93
Poland,2019,6.7103744,317.725,8.312,368.757
Poland,2020,7.6632853,302.433,7.923,350.165
Poland,2021,7.5987234,330.979,8.701,381.571
Poland,2022,9.369889,315.042,8.207,364.79
Poland,2023,11.751781,289.282,7.463,338.916
Portugal,1990,13.7358465,45.311,4.536,62.254
Portugal,1991,13.24756,47.131,4.728,65.635
Portugal,1992,7.33916,50.957,5.116,70.682
Portugal,1993,12.160641,49.469,4.961,67.429
Portugal,1994,14.333634,50.243,5.025,68.599
Portugal,1995,10.868327,54.503,5.433,69.111
Portugal,1996,17.709558,51.799,5.145,65.952
Portugal,1997,15.71398,54.669,5.407,73.263
Portugal,1998,14.322419,59.211,5.828,78.534
Portugal,1999,8.619417,66.878,6.547,89.637
Portugal,2000,12.409293,65.657,6.385,83.724
Portugal,2001,14.857823,65.187,6.296,82.324
Portugal,2002,9.232656,69.582,6.682,83.796
Portugal,2003,16.157108,64.482,6.168,79.762
Portugal,2004,11.474528,67.302,6.421,77.782
Portugal,2005,7.7011347,69.64,6.63,80.757
Portugal,2006,14.807742,64.856,6.163,75.586
Portugal,2007,15.435332,62.38,5.915,77.73
Portugal,2008,14.553419,60.009,5.681,72.52
Portugal,2009,18.13303,57.147,5.403,67.641
Portugal,2010,26.401539,52.89,5,63.695
Portugal,2011,23.6596,51.784,4.905,63.257
Portugal,2012,20.965197,49.932,4.749,62.842
Portugal,2013,28.202065,48.146,4.604,59.549
Portugal,2014,29.760853,47.942,4.607,58.945
Portugal,2015,23.684952,52.233,5.037,63.354
Portugal,2016,28.267733,50.311,4.863,63.092
Portugal,2017,20.605705,55.165,5.34,69.518
Portugal,2018,26.20047,51.34,4.972,67.253
Portugal,2019,25.366495,47.583,4.6,62.671
Portugal,2020,30.634943,41.738,4.025,56.455
Portugal,2021,32.196686,40.284,3.877,56.289
Portugal,2022,28.753206,40.687,3.906,57.206
Portugal,2023,34.669537,37.228,3.569,54.142
Qatar,1990,0,11.411,25.924,23.461
Qatar,1991,0,17.38,38.211,29.54
Qatar,1992,0,26.78,57.021,39.685
Qatar,1993,0,30.684,63.325,43.503
Qatar,1994,0,32.343,64.756,45.397
Qatar,1995,0,33.137,64.427,45.462
Qatar,1996,0,34.424,65.07,50.531
Qatar,1997,0,42.182,76.624,70.876
Qatar,1998,0,36.888,63.54,65.734
Qatar,1999,0,36.248,59.18,69.346
Qatar,2000,0,40.314,62.504,77.916
Qatar,2001,0,45.817,67.584,79.772
Qatar,2002,0,45.067,63.366,79.465
Qatar,2003,0,46.515,62.462,85.12
Qatar,2004,0,47.32,61.19,87.489
Qatar,2005,0,47.551,57.608,86.197
Qatar,2006,0,59.63,61.295,101.138
Qatar,2007,0,59.383,49.134,106.175
Qatar,2008,0,61.637,43.195,114.365
Qatar,2009,0,65.074,41.029,121.324
Qatar,2010,0,73.422,42.956,139.804
Qatar,2011,0.008304597,81.493,45,159.356
Qatar,2012,0.007277364,93.321,48.933,176.269
Qatar,2013,0.051391833,82.808,40.739,168.964
Qatar,2014,0.06472293,91.178,41.101,176.363
Qatar,2015,0.0653996,91.194,37.57,177.826
Qatar,2016,0.069000214,87.385,33.618,174.933
Qatar,2017,0.07514493,100.111,36.986,186.889
Qatar,2018,0.076951675,95.467,34.575,182.216
Qatar,2019,0.0663235,101.019,36.105,187.827
Qatar,2020,0.085831,102.501,36.564,188.647
Qatar,2021,0.0809046,104.244,37.032,191.763
Qatar,2022,0.19232824,106.152,36.699,194.465
Qatar,2023,0.8158959,115.712,38.841,203.97
Romania,1990,4.3241405,176.545,7.696,230.541
Romania,1991,6.516609,142.266,6.2,184.927
Romania,1992,5.9255586,132.07,5.764,171.369
Romania,1993,6.655574,122.759,5.374,158.348
Romania,1994,7.2115345,120.962,5.316,155.464
Romania,1995,8.403138,125.766,5.551,158.872
Romania,1996,7.9789,129.189,5.731,163.332
Romania,1997,9.362155,118.174,5.273,150.138
Romania,1998,11.044238,104.875,4.706,136.292
Romania,1999,12.166586,89.034,4.017,120.261
Romania,2000,9.83569,93.343,4.234,122.108
Romania,2001,9.764506,98.991,4.516,127.753
Romania,2002,10.0368595,99.299,4.561,129.197
Romania,2003,8.238626,103.836,4.809,128.688
Romania,2004,9.8141985,103.311,4.827,132.458
Romania,2005,11.901315,101.364,4.778,126.941
Romania,2006,10.577703,104.322,4.959,125.814
Romania,2007,9.612095,108.392,5.193,131.642
Romania,2008,10.316839,106.927,5.161,131.681
Romania,2009,10.620992,87.726,4.263,126.627
Romania,2010,13.830446,84.288,4.125,114.869
Romania,2011,10.997363,92.241,4.548,119.924
Romania,2012,10.404408,89.642,4.447,118.899
Romania,2013,14.507258,78.598,3.918,104.69
Romania,2014,17.51321,79.093,3.961,104.501
Romania,2015,18.196003,77.808,3.916,100.243
Romania,2016,18.86743,76.312,3.859,99.328
Romania,2017,16.748291,79.158,4.02,102.293
Romania,2018,17.773447,79.639,4.064,110.894
Romania,2019,17.297361,76.457,3.921,105.488
Romania,2020,18.117058,73.71,3.801,102.381
Romania,2021,18.153149,77.27,4.014,106.956
Romania,2022,17.783123,72.993,3.808,102.139
Romania,2023,20.908308,68.239,3.569,96.833
Russia,1990,4.6185546,2536.248,17.024,3406.328
Russia,1991,4.717847,2406.756,16.104,3244.497
Russia,1992,5.0335536,1966.505,13.205,2695.619
Russia,1993,5.4536147,1866.729,12.602,2471.992
Russia,1994,6.034691,1647.665,11.118,2249.906
Russia,1995,6.390263,1619.727,10.923,2107.94
Russia,1996,5.811246,1586.822,10.716,2490.945
Russia,1997,6.271143,1482.245,10.025,1987.878
Russia,1998,6.325267,1465.253,9.925,1898.417
Russia,1999,6.325683,1494.179,10.148,1966.774
Russia,2000,6.3539915,1479.142,10.082,1885.174
Russia,2001,6.5946016,1515.647,10.373,1858.48
Russia,2002,6.127024,1506.788,10.325,1840.283
Russia,2003,5.7380548,1537.018,10.542,1948.089
Russia,2004,6.3872137,1543.957,10.635,1999.549
Russia,2005,6.234997,1562.577,10.806,1963.805
Russia,2006,5.961686,1623.002,11.263,2101.988
Russia,2007,6.025334,1623.781,11.287,2103.189
Russia,2008,5.539061,1652.064,11.488,2156.937
Russia,2009,6.130064,1545.034,10.739,2121.339
Russia,2010,5.597348,1632.783,11.344,2441.981
Russia,2011,5.2735047,1685.91,11.704,2218.148
Russia,2012,5.2256975,1701.268,11.791,2521.217
Russia,2013,5.8161182,1640.437,11.344,2351.991
Russia,2014,5.531415,1639.959,11.316,2249.938
Russia,2015,5.4226403,1638.675,11.277,2484.872
Russia,2016,5.807339,1634.885,11.215,2468.242
Russia,2017,5.7689853,1666.121,11.397,2461.815
Russia,2018,5.7089195,1712.494,11.695,2543.358
Russia,2019,5.85523,1705.031,11.636,2419.921
Russia,2020,6.678781,1632.929,11.156,2403.698
Russia,2021,6.586404,1711.993,11.739,2528.804
Russia,2022,5.920469,1802.19,12.379,2668.347
Russia,2023,5.913319,1815.925,12.486,2691.068
Saudi Arabia,1990,0,182.025,17.106,250.657
Saudi Arabia,1991,0,244.587,21.915,321.77
Saudi Arabia,1992,0,276.086,23.624,355.099
Saudi Arabia,1993,0,297.833,24.381,376.265
Saudi Arabia,1994,0,291.289,22.846,369.067
Saudi Arabia,1995,0,274.692,20.67,349.683
Saudi Arabia,1996,0,269.594,19.492,347.09
Saudi Arabia,1997,0,227.241,15.808,307.008
Saudi Arabia,1998,0,219.013,14.677,297.786
Saudi Arabia,1999,0,237.822,15.371,312.154
