Country,Year,Renewables_equivalent_primary_energy,owid-co2-data (2).co2,owid-co2-data (2).co2_per_capita,owid-co2-data (2).total_ghg
Ukraine,2012,2.0209785,304.424,6.588,409.418
Ukraine,2013,2.8779476,297.479,6.449,400.642
Ukraine,2014,2.1985745,257.639,5.604,354.97
Ukraine,2015,1.8503942,223.788,4.888,312.215
Ukraine,2016,2.277203,233.961,5.129,324.641
Ukraine,2017,2.8698545,223.081,4.91,307.026
Ukraine,2018,3.282194,231.664,5.124,316.052
Ukraine,2019,3.2199564,221.943,4.937,307.077
Ukraine,2020,4.7072678,206.824,4.629,292.397
Ukraine,2021,5.8901844,210.153,4.744,292.236
Ukraine,2022,7.502861,141.126,3.438,219.192
Ukraine,2023,8.776944,136.461,3.616,214.935
United Arab Emirates,1990,0,51.704,27.238,78.32
United Arab Emirates,1991,0,56.673,28.243,84.663
United Arab Emirates,1992,0,57.757,27.312,86.926
United Arab Emirates,1993,0,65.566,29.506,98.22
United Arab Emirates,1994,0,75.011,32.218,107.072
United Arab Emirates,1995,0,72.464,29.763,106.328
United Arab Emirates,1996,0,75.412,29.032,111.449
United Arab Emirates,1997,0,72.92,25.882,108.618
United Arab Emirates,1998,0,80.106,26.347,115.148
United Arab Emirates,1999,0,77.316,23.673,112.641
United Arab Emirates,2000,0,111.813,32.005,149.021
United Arab Emirates,2001,0,101.418,27.237,139.512
United Arab Emirates,2002,0,84.649,21.393,120.66
United Arab Emirates,2003,0,106.443,25.389,144.306
United Arab Emirates,2004,0,111.703,25.221,149.393
United Arab Emirates,2005,0,114.399,24.524,153.932
United Arab Emirates,2006,0,121.705,24.297,163.065
United Arab Emirates,2007,0,133.125,23.668,174.785
United Arab Emirates,2008,0,153.684,24.384,195.625
United Arab Emirates,2009,0.001801818,168.013,25.05,209.561
United Arab Emirates,2010,0.004933649,184.842,26.641,228.651
United Arab Emirates,2011,0.005251749,197.573,27.443,243.8
United Arab Emirates,2012,0.005816928,207.392,27.663,255.651
United Arab Emirates,2013,0.019638853,213.335,27.239,263.195
United Arab Emirates,2014,0.06980533,209.98,25.493,259.397
United Arab Emirates,2015,0.062221255,225.684,26.017,279.211
United Arab Emirates,2016,0.0625434,226.605,25.092,281.606
United Arab Emirates,2017,0.15372168,212.913,23.057,264.41
United Arab Emirates,2018,0.26315713,209.702,22.436,259.378
United Arab Emirates,2019,0.7439356,219.776,23.436,272.555
United Arab Emirates,2020,1.0817803,217.38,23.007,268.938
United Arab Emirates,2021,1.2428938,216.232,22.089,268.191
United Arab Emirates,2022,1.411247,225.977,22.064,280.134
United Arab Emirates,2023,2.514485,229.384,21.554,283.849
United Kingdom,1990,0.64315045,601.945,10.493,803.556
United Kingdom,1991,0.5779747,609.413,10.588,812.111
United Kingdom,1992,0.70368606,593.846,10.289,779.766
United Kingdom,1993,0.63459617,579.613,10.017,758.459
United Kingdom,1994,0.7848496,574.017,9.896,750.514
United Kingdom,1995,0.75174713,566.159,9.735,750.881
United Kingdom,1996,0.61532766,586.761,10.065,776.404
United Kingdom,1997,0.78752273,562.708,9.628,744.276
United Kingdom,1998,0.9433471,568.544,9.698,737.037
United Kingdom,1999,1.0599864,561.65,9.546,712.124
United Kingdom,2000,1.0869671,569.034,9.635,714.314
United Kingdom,2001,1.0432147,577.971,9.749,719.587
United Kingdom,2002,1.2373027,560.273,9.41,696.095
United Kingdom,2003,1.194247,571.619,9.556,705.014
United Kingdom,2004,1.5487816,573.43,9.53,705.418
United Kingdom,2005,1.8603446,570.338,9.412,710.881
United Kingdom,2006,2.0468767,567.846,9.301,696.889
United Kingdom,2007,2.3372478,559.566,9.093,678.446
United Kingdom,2008,2.8096128,544.932,8.785,655.32
United Kingdom,2009,2.988894,494.108,7.905,596.275
United Kingdom,2010,3.0432706,511.905,8.125,610.291
United Kingdom,2011,4.2681527,469.713,7.396,566.245
United Kingdom,2012,4.868681,487.477,7.622,584.074
United Kingdom,2013,6.6554303,477.611,7.418,570.685
United Kingdom,2014,8.505534,438.807,6.765,530.489
United Kingdom,2015,10.561546,422.461,6.461,517.176
United Kingdom,2016,10.659087,399.43,6.062,494.167
United Kingdom,2017,12.440468,387.367,5.838,480.74
United Kingdom,2018,13.98007,379.73,5.689,474.72
United Kingdom,2019,15.684401,364.753,5.435,457.551
United Kingdom,2020,19.068272,326.263,4.844,415.25
United Kingdom,2021,17.482069,344.51,5.091,433.642
United Kingdom,2022,19.072384,313.835,4.603,402.284
United Kingdom,2023,19.976458,305.146,4.443,392.245
United States,1990,4.515783,5120.957,20.211,6207.367
United States,1991,4.518919,5062.957,19.741,6138.273
United States,1992,4.083339,5174.228,19.931,6248.525
United States,1993,4.377474,5272.851,20.077,6345.52
United States,1994,4.076432,5364.279,20.206,6487.305
United States,1995,4.5511875,5425.259,20.228,6463.498
United States,1996,4.7913885,5612.983,20.723,6648.774
United States,1997,4.8841767,5688.142,20.8,6734.536
United States,1998,4.4887023,5733.281,20.764,6784.128
United States,1999,4.3828425,5803.918,20.819,6888.516
United States,2000,3.8559294,6010.136,21.352,7068.609
United States,2001,3.2874331,5907.74,20.781,6853.825
United States,2002,3.8508277,5946.308,20.713,6846.503
United States,2003,4.0120363,6010.146,20.731,6974.828
United States,2004,3.9444015,6112.655,20.878,7014.975
United States,2005,4.0551906,6132.183,20.737,7090.202
United States,2006,4.501956,6052.686,20.261,6950.675
United States,2007,4.2223315,6130.123,20.309,7026.121
United States,2008,4.8325415,5915.119,19.396,6868.438
United States,2009,5.601161,5480.726,17.793,6325.587
United States,2010,5.6417837,5679.715,18.259,6563.317
United States,2011,6.652554,5546.116,17.657,6368.639
United States,2012,6.6520786,5344.086,16.852,6226.069
United States,2013,6.8875813,5480.157,17.12,6303.703
United States,2014,7.0149126,5528.681,17.111,6438.455
United States,2015,7.219234,5376.473,16.486,6248.505
United States,2016,7.99331,5252.932,15.958,6146.357
United States,2017,8.754503,5212.162,15.69,6156.777
United States,2018,8.6396475,5377.797,16.05,6305.474
United States,2019,8.966625,5262.145,15.578,6216.229
United States,2020,10.12306,4714.628,13.89,5651.509
United States,2021,10.115881,5032.213,14.794,6009.153
United States,2022,10.874506,5078.871,14.871,6067.148
United States,2023,11.212399,4911.391,14.299,5894.857
Uzbekistan,1990,3.561631,103.087,5.037,154.357
Uzbekistan,1991,3.277828,102.287,4.879,153.344
Uzbekistan,1992,3.6015365,110.984,5.166,158.209
Uzbekistan,1993,4.0488334,115.617,5.258,163.961
Uzbekistan,1994,3.9809291,109.785,4.887,161.601
Uzbekistan,1995,3.3980918,104.803,4.573,156.71
Uzbekistan,1996,3.4791083,108.184,4.633,161.047
Uzbekistan,1997,3.104103,109.028,4.589,163.89
Uzbekistan,1998,3.0929012,120.975,5.012,176.767
Uzbekistan,1999,2.7253523,123.587,5.049,177.209
Uzbekistan,2000,2.7503598,123.477,4.982,178.936
Uzbekistan,2001,2.7930737,126.221,5.031,186.117
Uzbekistan,2002,2.778143,132.575,5.219,198.866
Uzbekistan,2003,3.5324366,130.294,5.068,191.878
Uzbekistan,2004,3.172221,129.098,4.96,189
Uzbekistan,2005,3.2978096,121.6,4.614,188.646
Uzbekistan,2006,2.986139,124.901,4.678,194.939
Uzbekistan,2007,3.0862498,123.821,4.573,190.706
Uzbekistan,2008,2.2145233,128.388,4.67,200.915
Uzbekistan,2009,3.2530093,109.227,3.909,175.491
Uzbekistan,2010,4.0692954,107.666,3.793,177.493
Uzbekistan,2011,2.6998203,116.756,4.051,188.189
Uzbekistan,2012,3.0196328,118.858,4.062,193.306
Uzbekistan,2013,2.9448645,112.286,3.778,187.311
Uzbekistan,2014,2.7847326,107.4,3.554,181.595
Uzbekistan,2015,2.826822,103.696,3.372,178.154
Uzbekistan,2016,3.3193383,110.139,3.521,186.802
Uzbekistan,2017,3.6982188,108.931,3.423,187.372
Uzbekistan,2018,2.729526,102.288,3.16,186.094
Uzbekistan,2019,2.959554,108.429,3.289,194.138
Uzbekistan,2020,2.293124,109.632,3.264,190.893
Uzbekistan,2021,2.1671228,120.241,3.511,204.322
Uzbekistan,2022,2.3873246,125.039,3.579,209.76
Uzbekistan,2023,3.1044497,124.768,3.5,208.707
Venezuela,1990,17.209902,120.764,6.091,217.494
Venezuela,1991,20.633026,114.107,5.62,200.794
Venezuela,1992,20.22795,104.628,5.035,198.117
Venezuela,1993,20.537819,122.944,5.784,218.199
Venezuela,1994,20.43435,118.956,5.475,223.999
Venezuela,1995,19.89993,124.731,5.62,240.749
Venezuela,1996,21.391918,118.253,5.218,230.381
Venezuela,1997,21.523392,129.667,5.606,254.625
Venezuela,1998,21.702492,134.907,5.716,264.751
Venezuela,1999,23.347404,143.05,5.944,271.882
Venezuela,2000,22.962221,142.835,5.824,271.409
Venezuela,2001,20.704798,130.534,5.226,253.067
Venezuela,2002,20.257225,164.153,6.454,282.578
Venezuela,2003,22.800236,154.262,5.958,280.511
Venezuela,2004,23.592545,142.767,5.42,264.704
Venezuela,2005,24.797512,148.311,5.537,263.128
Venezuela,2006,23.661259,155.597,5.715,276.786
Venezuela,2007,22.9629,153.962,5.568,279.06
Venezuela,2008,23.217276,155.505,5.543,284.163
Venezuela,2009,22.61235,151.848,5.34,274.519
Venezuela,2010,21.15139,189.317,6.571,304.647
Venezuela,2011,21.631054,168.413,5.77,285.955
Venezuela,2012,20.228285,175.72,5.946,307.407
Venezuela,2013,20.391525,198.427,6.634,326.299
Venezuela,2014,20.501318,175.961,5.816,296.136
Venezuela,2015,19.806223,166.3,5.439,285.655
Venezuela,2016,18.015179,152.711,4.964,266.527
Venezuela,2017,20.355003,139.073,4.55,252.748
Venezuela,2018,22.649826,111.225,3.731,220.303
Venezuela,2019,24.050093,105.287,3.638,195.117
Venezuela,2020,32.081184,80.927,2.845,165.075
Venezuela,2021,28.157299,78.46,2.779,160.525
Venezuela,2022,26.4843,87.515,3.102,163.484
Venezuela,2023,25.759012,99.569,3.518,171.237
Vietnam,1990,19.58081,21.299,0.325,121.33
Vietnam,1991,22.676071,21.376,0.32,155.424
Vietnam,1992,23.761398,21.466,0.314,147.196
Vietnam,1993,22.91678,22.853,0.328,146.305
Vietnam,1994,23.81971,27.362,0.386,150.685
Vietnam,1995,23.467438,30.089,0.418,212.691
Vietnam,1996,23.224747,35.482,0.485,207.867
Vietnam,1997,19.526443,45.502,0.613,219.689
Vietnam,1998,17.157963,47.866,0.636,249.105
Vietnam,1999,20.616985,48.548,0.636,272.694
Vietnam,2000,19.10712,53.935,0.699,322.542
Vietnam,2001,21.060719,60.984,0.782,270.344
Vietnam,2002,19.06628,69.528,0.883,264.852
Vietnam,2003,18.34503,77.262,0.971,284.715
Vietnam,2004,14.007817,88.939,1.107,305.211
Vietnam,2005,12.157633,95.846,1.182,290.221
Vietnam,2006,15.765579,99.652,1.213,282.745
Vietnam,2007,16.349266,101.43,1.213,299.524
Vietnam,2008,15.181914,114.303,1.342,307.401
Vietnam,2009,17.053614,124.493,1.44,363.861
Vietnam,2010,13.930893,139.564,1.596,348.325
Vietnam,2011,18.079273,152.56,1.724,353.337
Vietnam,2012,22.488022,144.28,1.612,344.495
Vietnam,2013,22.934511,151.438,1.672,363.968
Vietnam,2014,22.221386,179.971,1.963,526.203
Vietnam,2015,17.797033,213.311,2.298,489.972
Vietnam,2016,18.652882,220.98,2.351,468.074
Vietnam,2017,23.116835,227.613,2.391,457.167
Vietnam,2018,19.655489,255.319,2.653,470.571
Vietnam,2019,14.914143,339.147,3.49,543.98
Vietnam,2020,17.27617,362.46,3.696,560.892
Vietnam,2021,22.160095,313.973,3.174,517.077
Vietnam,2022,25.312202,297.634,2.986,500.59
Vietnam,2023,21.387896,334.726,3.336,535.748
